,Provider ID,Hospital Name,State,Emergency Services,Use of EHRs,Mortality,Safety of care,Readmission,Patient experience,Effectiveness of care,Timeliness of care,Medical imaging use,Hospital overall rating
2347,330222,SARATOGA HOSPITAL,NY,True,True,0,0,-1,1,0,-1,1,3.0
2348,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,True,True,0,0,0,0,0,0,0,3.0
2349,230053,HENRY FORD HOSPITAL,MI,True,True,-1,-1,1,-1,1,-1,1,1.0
2350,250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,MS,True,True,0,-1,0,-1,-1,0,0,2.0
2351,241376,GLACIAL RIDGE HOSPITAL,MN,True,True,,,0,1,0,1,,4.0
2352,300012,ELLIOT HOSPITAL,NH,True,True,0,0,1,0,0,-1,0,3.0
2353,280111,COLUMBUS COMMUNITY HOSPITAL,NE,True,True,0,1,-1,1,0,1,0,4.0
2354,240052,LAKE REGION HEALTHCARE CORPORATION,MN,True,True,0,0,0,1,0,1,,4.0
2355,330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,True,True,0,0,0,-1,0,0,0,3.0
2356,280020,CHI HEALTH ST ELIZABETH,NE,True,True,0,-1,-1,0,0,0,0,3.0
2357,330340,SOUTHAMPTON HOSPITAL,NY,True,True,0,0,1,-1,-1,-1,0,2.0
2358,250094,MERIT HEALTH WESLEY,MS,True,True,0,0,0,-1,0,1,0,3.0
2359,330268,COBLESKILL REGIONAL HOSPITAL,NY,True,True,0,,0,0,0,0,,4.0
2360,260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,MO,True,True,0,0,0,0,0,0,0,3.0
2361,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,True,True,0,0,1,-1,0,-1,0,2.0
2362,261320,LAFAYETTE REGIONAL HEALTH CENTER,MO,True,True,0,,0,0,0,1,,3.0
2363,230121,MEMORIAL HEALTHCARE,MI,False,True,1,-1,-1,0,0,0,0,2.0
2364,260009,BOTHWELL REGIONAL HEALTH CENTER,MO,True,True,0,-1,1,-1,0,1,-1,2.0
2365,310029,OUR LADY OF LOURDES MEDICAL CENTER,NJ,True,True,-1,1,0,-1,0,-1,0,4.0
2366,260034,BATES COUNTY MEMORIAL HOSPITAL,MO,True,True,0,0,0,0,0,1,,3.0
2367,310060,ST LUKE'S WARREN HOSPITAL,NJ,True,True,0,0,-1,-1,0,-1,1,4.0
2368,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,True,True,0,-1,1,-1,0,0,-1,2.0
2369,320074,LOVELACE WESTSIDE HOSPITAL,NM,True,True,0,0,0,1,0,0,,4.0
2370,250124,MAGEE GENERAL HOSPITAL,MS,True,True,0,,0,1,-1,1,,3.0
2371,261321,HEDRICK MEDICAL CENTER,MO,True,True,0,,0,1,,,,4.0
2372,260025,HANNIBAL REGIONAL HOSPITAL,MO,True,True,0,0,0,0,0,1,0,3.0
2373,330132,TLC HEALTH NETWORK,NY,True,True,0,,0,1,0,0,0,4.0
2374,261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,True,True,0,,-1,0,0,1,0,4.0
2375,240213,HEALTHEAST WOODWINDS HOSPITAL,MN,False,True,0,0,0,1,0,0,0,4.0
2376,260077,ST ANTHONY'S MEDICAL CENTER,MO,True,True,1,-1,1,-1,0,0,0,1.0
2377,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,MI,True,True,0,-1,1,1,0,-1,0,2.0
2378,280023,CHI HEALTH ST FRANCIS,NE,True,True,0,-1,-1,-1,0,1,,3.0
2379,231321,BELL HOSPITAL,MI,True,True,0,,0,1,0,1,0,4.0
2380,330003,ALBANY MEMORIAL HOSPITAL,NY,True,True,0,0,0,-1,0,-1,,2.0
2381,241326,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,MN,True,True,,,,1,,1,,
2382,250072,MERIT HEALTH CENTRAL,MS,True,True,0,1,1,0,0,0,0,2.0
2383,241351,REDWOOD AREA HOSPITAL,MN,True,True,,,0,1,0,1,,4.0
2384,330084,ALICE HYDE MEDICAL CENTER,NY,True,True,0,0,0,-1,0,1,0,3.0
2385,330199,METROPOLITAN HOSPITAL CENTER,NY,True,True,0,0,0,-1,0,-1,,2.0
2386,301305,ALICE PECK DAY MEMORIAL HOSPITAL,NH,True,,0,,0,0,,,,3.0
2387,261305,PUTNAM COUNTY MEMORIAL HOSPITAL,MO,True,True,,,0,,,,,
2388,330208,ST JOHN'S RIVERSIDE HOSPITAL,NY,True,True,-1,1,1,0,0,-1,0,3.0
2389,250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,True,True,1,-1,1,1,0,1,1,2.0
2390,281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,NE,True,True,,,,,,,,
2391,231327,HAYES GREEN BEACH MEMORIAL HOSPITAL,MI,True,True,0,,0,0,-1,0,-1,3.0
2392,321304,UNION COUNTY GENERAL HOSPITAL,NM,True,True,,,0,,,,,
2393,241309,ESSENTIA HEALTH SANDSTONE,MN,True,True,,,,,0,0,,
2394,241366,MEEKER MEMORIAL HOSPITAL,MN,True,True,,,,1,0,1,,
2395,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,True,True,1,0,1,-1,0,-1,0,1.0
2396,251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,MS,True,True,0,,0,,,,,
2397,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,MI,False,True,0,0,0,0,0,0,0,3.0
2398,281358,GORDON MEMORIAL HOSPITAL DISTRICT,NE,True,True,,,,,0,,,
2399,291309,BOULDER CITY HOSPITAL,NV,True,True,0,,0,,0,0,,3.0
2400,231301,KALKASKA MEMORIAL HEALTH CENTER,MI,True,True,,,,,,0,0,
2401,230275,HEALTHSOURCE SAGINAW,MI,True,True,,,,,,,,
2402,281322,ST FRANCIS MEMORIAL HOSPITAL,NE,True,True,0,,0,1,0,0,,4.0
2403,231307,BARAGA COUNTY MEMORIAL HOSPITAL,MI,True,True,0,,0,,,0,-1,2.0
2404,320009,LOVELACE MEDICAL CENTER,NM,True,True,0,0,-1,-1,0,-1,0,3.0
2405,271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,MT,True,True,0,,0,,0,1,,3.0
2406,271328,MARIAS MEDICAL CENTER,MT,True,True,,,,,,,,
2407,250077,WAYNE GENERAL HOSPITAL,MS,True,True,0,,1,0,-1,1,0,3.0
2408,240078,FAIRVIEW SOUTHDALE HOSPITAL,MN,True,True,0,1,-1,0,0,0,1,4.0
2409,281350,JOHNSON COUNTY HOSPITAL,NE,True,True,,,0,,,0,,
2410,271329,MADISON VALLEY MEDICAL CENTER,MT,True,True,,,,,,,,
2411,230035,SPECTRUM HEALTH UNITED HOSPITAL,MI,True,True,0,0,-1,1,1,0,0,5.0
2412,231324,EATON RAPIDS MEDICAL CENTER,MI,True,True,0,,0,,0,0,0,3.0
2413,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,MI,True,True,0,0,0,1,0,1,0,4.0
2414,290032,NORTHERN NEVADA MEDICAL CENTER,NV,True,True,0,0,0,-1,0,0,0,3.0
2415,330166,"WESTFIELD MEMORIAL HOSPITAL, INC",NY,True,True,,,,,-1,0,0,
2416,330232,ST MARY'S HOSPITAL ( TROY ),NY,True,True,0,1,0,-1,0,-1,0,3.0
2417,220105,WINCHESTER HOSPITAL,MA,True,True,-1,0,0,1,0,-1,1,4.0
2418,281341,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,NE,True,True,0,,0,1,,0,,3.0
2419,331316,"COMMUNITY MEMORIAL HOSPITAL, INC",NY,True,True,0,,0,1,0,0,0,4.0
2420,331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,NY,True,True,0,,0,0,0,0,,3.0
2421,281323,CHI HEALTH SCHUYLER,NE,True,True,,,,,,0,,
2422,260190,LEE'S SUMMIT MEDICAL CENTER,MO,True,True,0,1,0,1,0,1,0,4.0
2423,330104,NYACK HOSPITAL,NY,True,True,0,1,1,-1,0,-1,1,2.0
2424,310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,NJ,True,True,0,1,1,-1,-1,-1,0,2.0
2425,281305,KIMBALL HEALTH SERVICES,NE,True,True,,,,,,,,
2426,241335,ST ELIZABETH MEDICAL CENTER,MN,True,,,,,,,0,,
2427,241372,MADISON HOSPITAL,MN,True,True,,,,,,1,,
2428,230130,"BEAUMONT HOSPITAL, ROYAL OAK",MI,True,True,-1,-1,1,-1,1,-1,1,3.0
2429,330033,"CHENANGO MEMORIAL HOSPITAL, INC",NY,True,True,0,0,0,0,0,1,0,3.0
2430,230075,BRONSON BATTLE CREEK HOSPITAL,MI,True,True,0,0,1,0,0,0,1,3.0
2431,240071,DISTRICT ONE HOSPITAL,MN,True,True,0,0,0,1,0,1,0,4.0
2432,310047,SHORE MEDICAL CENTER,NJ,True,True,0,1,1,0,0,0,0,4.0
2433,251320,CLAIBORNE COUNTY HOSPITAL,MS,False,True,0,,0,,,,,
2434,271314,DEER LODGE MEDICAL CENTER,MT,True,True,,,,,,,,
2435,251336,BAPTIST MEDICAL CENTER - ATTALA,MS,True,True,0,,0,,0,1,,3.0
2436,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,True,True,0,1,1,0,0,-1,1,3.0
2437,250099,GREENWOOD LEFLORE HOSPITAL,MS,True,True,0,1,1,-1,0,1,0,2.0
2438,220135,FALMOUTH HOSPITAL,MA,True,True,-1,-1,1,0,0,0,0,3.0
2439,271336,NORTH VALLEY HOSPITAL,MT,True,True,0,,0,1,-1,1,0,3.0
2440,271313,PIONEER MEDICAL CENTER,MT,True,True,,,,,,,,
2441,310031,DEBORAH HEART AND LUNG CENTER,NJ,False,True,0,1,0,1,,,0,4.0
2442,230301,OAKLAND REGIONAL HOSPITAL,MI,False,True,,,,,-1,,,
2443,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,True,True,-1,1,1,0,1,-1,-1,3.0
2444,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,True,True,0,0,1,-1,0,-1,0,2.0
2445,240115,MERCY HOSPITAL,MN,True,True,0,1,-1,1,0,0,1,4.0
2446,331305,O'CONNOR HOSPITAL,NY,True,True,,,0,,,,,
2447,250049,BEACHAM MEMORIAL HOSPITAL,MS,False,True,0,,0,1,,,,4.0
2448,301308,VALLEY REGIONAL HOSPITAL,NH,True,True,0,,0,,,,0,4.0
2449,271342,DANIELS MEMORIAL HOSPITAL,MT,True,True,,,,,,,,
2450,261329,COX MONETT HOSPITAL,MO,True,True,,,0,1,,,,
2451,260022,NORTHEAST REGIONAL MEDICAL CENTER,MO,True,True,0,1,-1,1,0,1,-1,4.0
2452,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,True,True,0,-1,1,-1,-1,-1,0,1.0
2453,330276,NATHAN LITTAUER HOSPITAL,NY,True,True,0,0,1,0,0,0,0,3.0
2454,250128,MERIT HEALTH BATESVILLE,MS,True,True,0,,0,0,0,1,0,3.0
2455,313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,NJ,True,True,,,,,,,,
2456,291302,WILLIAM BEE RIRIE HOSPITAL,NV,True,True,0,,0,,,,,
2457,330196,CONEY ISLAND HOSPITAL,NY,True,True,-1,-1,1,-1,0,-1,0,1.0
2458,241371,SANFORD LUVERNE MEDICAL CENTER,MN,True,True,,,0,1,0,1,,4.0
2459,231306,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,MI,True,True,,,0,,0,0,,3.0
2460,330401,ST CATHERINE OF SIENA HOSPITAL,NY,True,True,-1,-1,1,-1,0,-1,0,2.0
2461,230236,METRO HEALTH HOSPITAL,MI,True,True,0,-1,-1,1,0,1,0,4.0
2462,231328,ALLEGAN GENERAL HOSPITAL,MI,True,True,0,,0,1,0,0,0,4.0
2463,280127,LINCOLN SURGICAL HOSPITAL,NE,False,True,,,,1,,,,
2464,241329,LAKEWOOD HEALTH SYSTEM,MN,True,True,,,0,1,0,1,,4.0
2465,231320,MERCY HEALTH LAKESHORE CAMPUS,MI,True,True,,,0,,,1,,
2466,260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,MO,True,True,0,-1,1,0,0,-1,0,1.0
2467,330153,ELLIS HOSPITAL,NY,True,True,1,1,0,-1,0,-1,1,2.0
2468,220101,NEWTON-WELLESLEY HOSPITAL,MA,True,True,-1,0,0,1,0,-1,0,4.0
2469,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,MA,True,True,,,,1,0,0,,
2470,231316,HILLS & DALES GENERAL HOSPITAL,MI,True,True,0,,0,1,0,1,0,4.0
2471,310006,ST MARY'S GENERAL HOSPITAL,NJ,True,True,0,1,1,-1,-1,-1,,2.0
2472,230066,MERCY HEALTH MUSKEGON,MI,True,True,0,1,-1,-1,0,0,0,4.0
2473,330408,TRI-TOWN REGIONAL HEALTHCARE,NY,True,,,,,,,,,
2474,301303,WEEKS MEDICAL CENTER,NH,True,True,0,,0,,0,0,0,3.0
2475,230072,HOLLAND COMMUNITY HOSPITAL,MI,True,True,0,0,-1,1,1,1,0,5.0
2476,271341,TRINITY HOSPITAL,MT,True,True,,,,,,,,
2477,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,True,True,-1,-1,-1,1,0,-1,0,4.0
2478,270017,ST JAMES HEALTHCARE,MT,True,True,0,-1,-1,0,0,1,0,3.0
2479,260078,OZARKS MEDICAL CENTER,MO,True,True,1,1,0,0,0,0,-1,3.0
2480,321300,SIERRA VISTA HOSPITAL,NM,True,True,,,0,,,,,
2481,241317,NORTH SHORE HEALTH,MN,True,True,,,,,,0,,
2482,241355,GLENCOE REGIONAL HEALTH SERVICES,MN,True,True,,,0,0,0,1,,3.0
2483,230013,PONTIAC GENERAL HOSPITAL,MI,False,True,,,0,,,,,
2484,241337,NORTH VALLEY HEALTH CENTER,MN,True,True,,,,,,,,
2485,270087,THE HEALTHCENTER,MT,False,True,,,,1,,,-1,
2486,330223,MASSENA MEMORIAL HOSPITAL,NY,True,True,0,0,0,-1,0,0,0,2.0
2487,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,NC,True,True,1,1,-1,0,0,0,1,3.0
2488,330086,MONTEFIORE MOUNT VERNON HOSPITAL,NY,True,True,0,,1,-1,0,-1,,2.0
2489,330204,BELLEVUE HOSPITAL CENTER,NY,True,True,0,-1,1,-1,0,-1,,1.0
2490,333301,BLYTHEDALE CHILDREN'S HOSPITAL,NY,False,True,,,,,,,,
2491,271317,LIVINGSTON HEALTHCARE,MT,True,True,0,,0,0,,,,3.0
2492,231325,MIDMICHIGAN MEDICAL CENTER-GLADWIN,MI,True,True,0,,0,1,0,0,0,4.0
2493,330197,CANTON-POTSDAM HOSPITAL,NY,True,True,0,0,0,-1,0,0,-1,3.0
2494,250093,BOLIVAR MEDICAL CENTER,MS,True,True,1,0,1,0,0,1,0,2.0
2495,250104,ANDERSON REGIONAL MEDICAL CTR,MS,True,True,0,1,1,0,0,0,-1,3.0
2496,281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,NE,True,True,,,,,,,,
2497,260004,COOPER COUNTY MEMORIAL HOSPITAL,MO,True,True,,,0,,0,1,,3.0
2498,251324,WALTHALL COUNTY GENERAL HOSPITAL CAH,MS,True,True,0,,0,,,,,
2499,270023,COMMUNITY MEDICAL CENTER,MT,True,True,0,0,-1,0,0,0,0,3.0
2500,250085,MARION GENERAL HOSPITAL,MS,True,True,0,0,1,0,0,1,0,3.0
2501,241328,SANFORD BAGLEY MEDICAL CENTER,MN,True,True,,,,,,,,
2502,320030,ARTESIA GENERAL HOSPITAL,NM,True,True,0,,0,,0,0,,3.0
2503,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,True,True,0,1,0,-1,0,1,0,4.0
2504,300029,PORTSMOUTH REGIONAL HOSPITAL,NH,True,True,0,1,1,0,0,1,0,3.0
2505,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,NJ,True,True,0,-1,1,-1,1,-1,1,2.0
2506,271305,MCCONE COUNTY HEALTH CENTER,MT,True,True,,,,,,,,
2507,230133,OTSEGO MEMORIAL HOSPITAL,MI,True,True,0,0,-1,1,0,0,0,4.0
2508,320017,LOVELACE WOMEN'S HOSPITAL,NM,True,True,0,0,0,-1,0,0,0,3.0
2509,230270,BEAUMONT HOSPITAL - TAYLOR,MI,True,True,0,1,1,1,0,0,0,4.0
2510,340004,HIGH POINT REGIONAL HOSPITAL,NC,True,True,0,1,-1,-1,0,-1,0,3.0
2511,241350,MERCY HOSPITAL,MN,True,True,,,,1,0,1,,
2512,260096,NORTH KANSAS CITY HOSPITAL,MO,True,True,0,1,-1,0,0,0,0,4.0
2513,301310,ANDROSCOGGIN VALLEY HOSPITAL,NH,True,True,0,,0,0,,,,3.0
2514,241338,MAYO CLINIC HEALTH SYSTEM - LAKE CITY,MN,True,True,,,,,0,1,,
2515,250020,WEBSTER GENERAL HOSPITAL/ SWING BED,MS,True,True,0,,0,0,0,1,0,3.0
2516,320061,GALLUP INDIAN MEDICAL CENTER,NM,True,True,0,,0,-1,0,,,2.0
2517,330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,True,True,0,0,1,-1,0,-1,0,1.0
2518,290001,RENOWN REGIONAL MEDICAL CENTER,NV,True,True,1,-1,0,-1,0,0,0,1.0
2519,231337,ST FRANCIS HOSPITAL,MI,True,True,0,,0,1,0,0,0,4.0
2520,250081,ANDERSON RMC SOUTH,MS,True,True,,,,,,,,
2521,310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,True,True,-1,1,1,-1,0,-1,0,3.0
2522,250007,MERIT HEALTH BILOXI,MS,True,True,0,0,1,-1,0,0,-1,2.0
2523,270086,GREAT FALLS CLINIC HOSPITAL,MT,True,True,,,0,0,0,0,0,4.0
2524,230047,HENRY FORD MACOMB HOSPITAL,MI,True,True,-1,-1,1,-1,0,-1,0,2.0
2525,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,True,True,0,1,1,-1,-1,-1,0,3.0
2526,330264,ST LUKE'S CORNWALL HOSPITAL,NY,True,True,0,0,1,-1,0,-1,0,2.0
2527,251302,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,MS,True,True,,,0,,,,,
2528,330191,GLENS FALLS HOSPITAL,NY,True,True,0,1,-1,1,0,-1,1,4.0
2529,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,NJ,True,True,1,0,1,0,0,-1,1,2.0
2530,300001,CONCORD HOSPITAL,NH,True,True,0,0,0,1,0,-1,0,4.0
2531,281333,ROCK COUNTY HOSPITAL,NE,True,True,,,,,,,,
2532,220077,BAYSTATE MEDICAL CENTER,MA,True,True,-1,1,1,-1,0,-1,1,3.0
2533,220111,GOOD SAMARITAN MEDICAL CENTER,MA,True,True,-1,1,1,-1,0,-1,0,3.0
2534,240196,PHILLIPS EYE INSTITUTE,MN,False,True,,,,,,,,
2535,230193,MCLAREN LAPEER REGION,MI,True,True,-1,0,0,-1,0,0,0,3.0
2536,240066,LAKEVIEW MEMORIAL HOSPITAL,MN,True,True,0,0,-1,1,1,1,0,4.0
2537,320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,True,True,0,0,0,0,0,1,,3.0
2538,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",MN,True,True,0,-1,1,0,0,0,0,3.0
2539,251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,MS,True,True,,,,1,,,,
2540,260138,ST LUKES HOSPITAL OF KANSAS CITY,MO,True,True,-1,0,0,1,0,0,0,4.0
2541,330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,True,True,0,-1,1,-1,0,-1,,1.0
2542,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,True,True,0,1,1,-1,0,-1,0,3.0
2543,241304,SANFORD MEDICAL CENTER WHEATON,MN,True,True,,,,,0,0,,
2544,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,MS,True,True,0,0,1,1,0,0,1,3.0
2545,250050,OCH REGIONAL MEDICAL CENTER,MS,True,True,1,0,0,1,0,1,-1,3.0
2546,271319,RUBY VALLEY HOSPITAL,MT,True,,,,,,,,,
2547,260095,CENTERPOINT MEDICAL CENTER,MO,True,True,1,1,1,0,0,0,0,3.0
2548,250100,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,MS,True,True,0,1,0,0,0,0,-1,3.0
2549,310115,HACKETTSTOWN MEDICAL CENTER,NJ,True,True,0,-1,0,-1,0,0,0,2.0
2550,260175,GOLDEN VALLEY MEMORIAL HOSPITAL,MO,True,True,0,1,-1,0,-1,1,0,4.0
2551,230230,EDWARD W SPARROW HOSPITAL,MI,True,True,1,-1,1,-1,1,-1,1,2.0
2552,310027,TRINITAS REGIONAL MEDICAL CENTER,NJ,True,True,0,0,1,-1,-1,-1,0,2.0
2553,251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MS,True,True,,,,,,,,
2554,300023,EXETER HOSPITAL INC,NH,True,True,0,0,-1,1,0,0,0,4.0
2555,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,NV,True,True,0,0,0,-1,0,0,0,3.0
2556,230092,HENRY FORD ALLEGIANCE HEALTH,MI,True,True,-1,1,0,-1,0,-1,0,4.0
2557,300017,PARKLAND MEDICAL CENTER,NH,True,True,0,0,1,0,0,0,0,3.0
2558,230097,MUNSON MEDICAL CENTER,MI,True,True,0,-1,-1,1,0,-1,1,4.0
2559,320033,LOS ALAMOS MEDICAL CENTER,NM,True,True,0,,0,0,0,1,,3.0
2560,280077,FREMONT HEALTH MEDICAL CENTER,NE,True,True,1,-1,-1,0,0,1,-1,2.0
2561,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,MA,True,True,-1,0,1,1,1,-1,0,4.0
2562,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,NV,True,True,0,-1,1,-1,0,-1,0,2.0
2563,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,True,True,-1,-1,1,0,0,-1,1,3.0
2564,260097,WESTERN MISSOURI MEDICAL CENTER,MO,True,True,0,0,0,0,0,0,0,3.0
2565,330261,PHELPS MEMORIAL HOSPITAL ASSN,NY,True,True,0,0,0,0,0,-1,0,3.0
2566,230054,UP HEALTH SYSTEM - MARQUETTE,MI,True,True,1,0,-1,-1,-1,0,-1,3.0
2567,310069,INSPIRA MEDICAL CENTER ELMER,NJ,True,True,0,0,0,1,-1,0,0,3.0
2568,310052,OCEAN MEDICAL CENTER,NJ,True,True,0,1,-1,-1,0,-1,0,4.0
2569,250002,TISHOMINGO HEALTH SERVICES INC,MS,True,True,0,,0,1,0,1,0,4.0
2570,291308,HUMBOLDT GENERAL HOSPITAL,NV,True,True,,,0,-1,0,0,0,3.0
2571,260219,PROGRESS WEST HOSPITAL,MO,True,True,0,0,0,1,0,0,0,3.0
2572,220116,TUFTS MEDICAL CENTER,MA,True,True,-1,-1,1,1,0,-1,0,2.0
2573,240132,UNITY HOSPITAL,MN,False,True,0,0,0,0,0,0,0,3.0
2574,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",NY,True,True,-1,0,1,-1,0,-1,0,3.0
2575,261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,MO,True,True,0,,0,0,,,,3.0
2576,270004,BILLINGS CLINIC HOSPITAL,MT,True,True,0,0,-1,1,0,-1,0,4.0
2577,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,True,True,-1,-1,1,0,0,-1,1,3.0
2578,271323,CLARK FORK VALLEY HOSPITAL,MT,True,True,,,0,,,,,
2579,230279,BRIGHTON HOSPITAL,MI,False,True,,,,,,,,
2580,240047,ST LUKES HOSPITAL,MN,True,True,0,-1,0,0,0,0,0,3.0
2581,251306,PERRY COUNTY GENERAL HOSP,MS,True,True,,,0,,,,,
2582,240004,HENNEPIN COUNTY MEDICAL CENTER 1,MN,True,True,0,0,1,-1,0,-1,0,2.0
2583,231333,ASPIRUS IRONWOOD HOSPITAL,MI,True,True,0,,0,0,0,0,,3.0
2584,330332,ST JOSEPH HOSPITAL,NY,True,True,0,0,1,-1,0,-1,0,2.0
2585,280060,CHI HEALTH BERGAN MERCY,NE,True,True,0,1,0,0,0,1,0,4.0
2586,260209,FULTON MEDICAL CENTER LLC,MO,True,True,,,0,,0,0,,3.0
2587,310058,BERGEN REGIONAL MEDICAL CENTER,NJ,True,True,,0,,,-1,0,,3.0
2588,281304,THAYER COUNTY HEALTH SERVICES,NE,True,True,,,0,,,,0,
2589,240030,DOUGLAS COUNTY HOSPITAL,MN,True,True,0,0,0,1,0,1,0,3.0
2590,223303,SHRINERS' HOSPITAL FOR CHILDREN (THE),MA,False,,,,,,,,,
2591,230227,MCLAREN MACOMB,MI,True,True,0,-1,0,-1,0,-1,-1,2.0
2592,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,True,True,1,-1,-1,-1,0,-1,0,2.0
2593,250040,SINGING RIVER HOSPITAL,MS,True,True,1,0,1,-1,0,0,0,2.0
2594,331310,ELLENVILLE REGIONAL HOSPITAL,NY,True,True,0,,0,,0,0,,3.0
2595,230254,CRITTENTON HOSPITAL MEDICAL CENTER,MI,True,True,0,0,1,0,0,0,0,3.0
2596,250117,HIGHLAND COMMUNITY  HOSPITAL,MS,True,True,0,,0,-1,0,0,-1,2.0
2597,240019,ESSENTIA HEALTH DULUTH,MN,False,True,,0,,0,0,,0,3.0
2598,240044,WINONA HEALTH SERVICES,MN,True,True,0,0,0,0,0,1,0,3.0
2599,241369,UNITED HOSPITAL DISTRICT,MN,True,True,,,0,,0,1,,3.0
2600,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,MI,True,True,0,1,0,0,0,0,0,4.0
2601,331301,"CUBA MEMORIAL HOSPITAL, INC",NY,False,True,,,,,,0,,
2602,330057,ST PETER'S HOSPITAL,NY,True,True,-1,-1,-1,-1,0,-1,0,3.0
2603,310008,HOLY NAME MEDICAL CENTER,NJ,True,True,-1,1,0,-1,0,-1,0,4.0
2604,261333,PIKE COUNTY MEMORIAL HOSPITAL,MO,True,True,0,,0,,0,0,,3.0
2605,241358,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,MN,True,True,,,,,,0,,
2606,330279,MERCY HOSPITAL OF BUFFALO,NY,True,True,1,-1,-1,-1,0,-1,0,2.0
2607,230037,HILLSDALE HOSPITAL,MI,True,True,0,0,-1,0,0,0,0,4.0
2608,251333,PEARL RIVER COUNTY HOSPITAL,MS,True,True,,,,,,,,
2609,330234,WESTCHESTER MEDICAL CENTER,NY,True,True,0,-1,1,-1,0,-1,-1,1.0
2610,330061,LAWRENCE HOSPITAL CENTER,NY,True,True,0,1,1,-1,0,-1,0,3.0
2611,280003,BRYAN MEDICAL CENTER,NE,True,True,1,0,-1,1,0,0,0,4.0
2612,271337,NORTHERN ROCKIES MEDICAL CENTER,MT,True,True,,,,,,,,
2613,260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,MO,True,True,0,1,0,0,0,0,1,4.0
2614,231318,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",MI,True,True,0,,0,1,0,0,0,4.0
2615,310003,PALISADES MEDICAL CENTER,NJ,True,True,0,-1,1,-1,0,-1,0,1.0
2616,280065,GREAT PLAINS HEALTH,NE,True,True,0,0,0,0,0,0,0,3.0
2617,240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,MN,True,True,0,0,-1,0,0,1,0,4.0
2618,241349,CENTRA CARE HEALTH PAYNESVILLE,MN,True,True,,,0,1,0,1,0,4.0
